flag_date,ticker,contract,kind,type,strike,expiry,dte,dte_bucket,moneyness,moneyness_bucket,vol,oi,prem_last,prem_mid,close,quality_flags,tags
2026-07-24,GOOGL,GOOGL260727P00317500,unusual_volume,P,317.5,2026-07-27,3,0-7,0.007,ATM,3080,270,505120,511280,319.74,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260727P00320000,unusual_volume,P,320.0,2026-07-27,3,0-7,-0.001,ATM,2759,969,725617,713201,319.74,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(5)|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260727P00322500,unusual_volume,P,322.5,2026-07-27,3,0-7,-0.009,ATM,807,130,321993,347010,319.74,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(14)|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260727P00325000,unusual_volume,P,325.0,2026-07-27,3,0-7,-0.016,ATM,1350,499,850500,826875,319.74,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(7)|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260729C00315000,unusual_volume,C,315.0,2026-07-29,5,0-7,-0.015,ATM,374,124,271150,267410,319.74,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(17)|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260729C00325000,unusual_volume,C,325.0,2026-07-29,5,0-7,0.016,ATM,2110,304,485300,516950,319.74,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(12)|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260729P00315000,unusual_volume,P,315.0,2026-07-29,5,0-7,0.015,ATM,847,199,210903,214714,319.74,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260731C00322500,unusual_volume,C,322.5,2026-07-31,7,0-7,0.009,ATM,1062,202,470466,469934,319.74,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(7)|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260731C00330000,unusual_volume,C,330.0,2026-07-31,7,0-7,0.032,ATM,12136,1355,2475744,2457540,319.74,,WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260803C00317500,unusual_volume,C,317.5,2026-08-03,10,8-30,-0.007,ATM,319,0,236060,241642,319.74,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(19)|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260803C00330000,unusual_volume,C,330.0,2026-08-03,10,8-30,0.032,ATM,860,284,215000,219729,319.74,WIDE_MARKET,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(7)|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260805P00320000,unusual_volume,P,320.0,2026-08-05,12,8-30,-0.001,ATM,338,23,252486,231529,319.74,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(18)|EARNINGS_DATE_UNCHECKED
2026-07-24,GOOGL,GOOGL260828C00335000,unusual_volume,C,335.0,2026-08-28,35,31-90,0.048,ATM,429,127,287430,272414,319.74,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(19)|EARNINGS_DATE_UNCHECKED
2026-07-24,ISRG,ISRG260918P00460000,unusual_volume,P,460.0,2026-09-18,56,31-90,-0.363,ITM_15+,407,138,4961330,4983715,337.5,,QUARTERLY_EXPIRY|DEEP_ITM|EARNINGS_DATE_UNCHECKED
2026-07-24,ISRG,ISRG261218P00560000,unusual_volume,P,560.0,2026-12-18,147,91+,-0.659,ITM_15+,276,94,6129960,6141000,337.5,,QUARTERLY_EXPIRY|DEEP_ITM|EARNINGS_DATE_UNCHECKED
2026-07-24,LULU,LULU260918P00220000,unusual_volume,P,220.0,2026-09-18,56,31-90,-0.925,ITM_15+,256,85,2690560,2696320,114.28,,QUARTERLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,LULU,LULU261218P00350000,unusual_volume,P,350.0,2026-12-18,147,91+,-2.063,ITM_15+,2662,637,62583619,62616894,114.28,,QUARTERLY_EXPIRY|DEEP_ITM|EARNINGS_DATE_UNCHECKED
2026-07-24,LULU,LULU270115P00280000,unusual_volume,P,280.0,2027-01-15,175,91+,-1.45,ITM_15+,318,106,5258130,5260515,114.28,,MONTHLY_EXPIRY|DEEP_ITM|EARNINGS_DATE_UNCHECKED
2026-07-24,MA,MA260731C00525000,unusual_volume,C,525.0,2026-07-31,7,0-7,-0.027,ATM,314,36,554838,623290,539.66,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,MA,MA260918C00545000,unusual_volume,C,545.0,2026-09-18,56,31-90,0.01,ATM,329,75,628390,659645,539.66,,QUARTERLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-24,MCO,MCO260821C00540000,oi_build,C,540.0,2026-08-21,28,8-30,0.145,OTM_5-15,0,3799,0,0,471.5,WIDE_MARKET|STALE_LAST,MONTHLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-24,MCO,MCO260918P00450000,unusual_volume,P,450.0,2026-09-18,56,31-90,0.046,ATM,200,1,217800,216000,471.5,,QUARTERLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727C00370000,unusual_volume,C,370.0,2026-07-27,3,0-7,-0.031,ATM,681,249,892110,864869,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727C00372500,unusual_volume,C,372.5,2026-07-27,3,0-7,-0.024,ATM,579,64,570315,570315,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(7)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727C00377500,unusual_volume,C,377.5,2026-07-27,3,0-7,-0.011,ATM,940,68,557420,549900,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(5)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727C00380000,unusual_volume,C,380.0,2026-07-27,3,0-7,-0.004,ATM,3027,1073,1304637,1263772,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727C00382500,unusual_volume,C,382.5,2026-07-27,3,0-7,0.002,ATM,3213,430,931769,915704,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727C00385000,unusual_volume,C,385.0,2026-07-27,3,0-7,0.009,ATM,9881,1143,1778580,1758818,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727C00387500,unusual_volume,C,387.5,2026-07-27,3,0-7,0.015,ATM,15852,796,1664460,1767498,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727C00390000,unusual_volume,C,390.0,2026-07-27,3,0-7,0.022,ATM,10236,1859,614160,603924,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727P00377500,unusual_volume,P,377.5,2026-07-27,3,0-7,0.011,ATM,1635,270,286125,277950,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727P00380000,unusual_volume,P,380.0,2026-07-27,3,0-7,0.004,ATM,5280,1391,1314720,1275120,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(4)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727P00382500,unusual_volume,P,382.5,2026-07-27,3,0-7,-0.002,ATM,1715,170,643125,621687,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(7)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727P00385000,unusual_volume,P,385.0,2026-07-27,3,0-7,-0.009,ATM,1761,383,906915,898109,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727P00402500,unusual_volume,P,402.5,2026-07-27,3,0-7,-0.054,ITM_5-15,310,65,564820,637825,381.7,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(12)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260727P00405000,unusual_volume,P,405.0,2026-07-27,3,0-7,-0.061,ITM_5-15,280,72,615440,648900,381.7,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(13)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260731P00382500,unusual_volume,P,382.5,2026-07-31,7,0-7,-0.002,ATM,2386,530,3371418,3346365,381.7,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(5)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260803P00382500,unusual_volume,P,382.5,2026-08-03,10,8-30,-0.002,ATM,1618,69,2333156,2329920,381.7,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260805C00385000,unusual_volume,C,385.0,2026-08-05,12,8-30,0.009,ATM,389,23,579610,523204,381.7,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(9)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260805C00387500,unusual_volume,C,387.5,2026-08-05,12,8-30,0.015,ATM,657,28,893519,822892,381.7,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260805C00390000,unusual_volume,C,390.0,2026-08-05,12,8-30,0.022,ATM,690,95,828000,783150,381.7,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260807C00385000,unusual_volume,C,385.0,2026-08-07,14,8-30,0.009,ATM,1450,505,2160500,2044500,381.7,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(4)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260807C00387500,unusual_volume,C,387.5,2026-08-07,14,8-30,0.015,ATM,629,42,904502,834997,381.7,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260807C00455000,unusual_volume,C,455.0,2026-08-07,14,8-30,0.192,OTM_15+,2552,681,255200,246267,381.7,WIDE_MARKET,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-24,MSFT,MSFT260821P00382500,unusual_volume,P,382.5,2026-08-21,28,8-30,-0.002,ATM,336,125,604800,615720,381.7,LAST_OUTSIDE_QUOTE,MONTHLY_EXPIRY|PROBABLE_MULTI_LEG(13)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00170000,unusual_volume,C,170.0,2026-07-27,3,0-7,-0.178,ITM_15+,259,30,1040143,945997,206.84,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(31)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00175000,unusual_volume,C,175.0,2026-07-27,3,0-7,-0.154,ITM_15+,273,23,840020,861315,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(28)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00187500,unusual_volume,C,187.5,2026-07-27,3,0-7,-0.094,ITM_5-15,372,78,690432,715170,206.84,WIDE_MARKET,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(14)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00190000,unusual_volume,C,190.0,2026-07-27,3,0-7,-0.081,ITM_5-15,1163,128,1967796,1988730,206.84,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00192500,unusual_volume,C,192.5,2026-07-27,3,0-7,-0.069,ITM_5-15,3896,262,5668680,5756340,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(7)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00197500,unusual_volume,C,197.5,2026-07-27,3,0-7,-0.045,ATM,11640,1063,11290799,11290799,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00200000,unusual_volume,C,200.0,2026-07-27,3,0-7,-0.033,ATM,11597,509,8407825,8581780,206.84,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00202500,unusual_volume,C,202.5,2026-07-27,3,0-7,-0.021,ATM,2969,439,1558725,1543880,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(7)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00205000,unusual_volume,C,205.0,2026-07-27,3,0-7,-0.009,ATM,13717,1684,4526610,4526610,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00207500,unusual_volume,C,207.5,2026-07-27,3,0-7,0.003,ATM,42242,2236,7730286,7624681,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00210000,unusual_volume,C,210.0,2026-07-27,3,0-7,0.015,ATM,80635,10031,6853975,6733022,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00212500,unusual_volume,C,212.5,2026-07-27,3,0-7,0.027,ATM,59558,7181,2084530,2024971,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727C00215000,unusual_volume,C,215.0,2026-07-27,3,0-7,0.039,ATM,63494,7977,825422,825422,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00197500,unusual_volume,P,197.5,2026-07-27,3,0-7,0.045,ATM,12454,1779,311350,298896,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(5)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00200000,unusual_volume,P,200.0,2026-07-27,3,0-7,0.033,ATM,43606,13243,1787846,1831452,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00202500,unusual_volume,P,202.5,2026-07-27,3,0-7,0.021,ATM,25879,9329,1966804,1902106,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00205000,unusual_volume,P,205.0,2026-07-27,3,0-7,0.009,ATM,58953,6752,7899702,7870225,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00207500,unusual_volume,P,207.5,2026-07-27,3,0-7,-0.003,ATM,28194,2869,6738366,6611492,206.84,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00212500,unusual_volume,P,212.5,2026-07-27,3,0-7,-0.027,ATM,3981,982,2308980,2338837,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00215000,unusual_volume,P,215.0,2026-07-27,3,0-7,-0.039,ATM,5452,661,4481544,4443380,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(10)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00217500,unusual_volume,P,217.5,2026-07-27,3,0-7,-0.052,ITM_5-15,2450,411,2668050,2701124,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00220000,unusual_volume,P,220.0,2026-07-27,3,0-7,-0.064,ITM_5-15,5469,352,7711289,7096027,206.84,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(10)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00222500,unusual_volume,P,222.5,2026-07-27,3,0-7,-0.076,ITM_5-15,1514,38,2445110,2422400,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(18)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00225000,unusual_volume,P,225.0,2026-07-27,3,0-7,-0.088,ITM_5-15,1298,1,2532398,2339644,206.84,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(10)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00227500,unusual_volume,P,227.5,2026-07-27,3,0-7,-0.1,ITM_5-15,652,0,1420056,1375720,206.84,,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(17)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00230000,unusual_volume,P,230.0,2026-07-27,3,0-7,-0.112,ITM_5-15,318,0,788321,730605,206.84,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(26)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260727P00232500,unusual_volume,P,232.5,2026-07-27,3,0-7,-0.124,ITM_5-15,268,0,727620,684740,206.84,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(27)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00180000,unusual_volume,C,180.0,2026-07-29,5,0-7,-0.13,ITM_5-15,271,17,724383,748637,206.84,,WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(30)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00185000,unusual_volume,C,185.0,2026-07-29,5,0-7,-0.106,ITM_5-15,254,42,554736,569594,206.84,,WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(25)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00190000,unusual_volume,C,190.0,2026-07-29,5,0-7,-0.081,ITM_5-15,564,66,971208,974309,206.84,,WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(19)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00192500,unusual_volume,C,192.5,2026-07-29,5,0-7,-0.069,ITM_5-15,726,109,1011318,1081740,206.84,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(14)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00195000,unusual_volume,C,195.0,2026-07-29,5,0-7,-0.057,ITM_5-15,2319,52,2673807,2950927,206.84,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00197500,unusual_volume,C,197.5,2026-07-29,5,0-7,-0.045,ATM,2909,182,3004997,3054450,206.84,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(10)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00200000,unusual_volume,C,200.0,2026-07-29,5,0-7,-0.033,ATM,2418,236,2031120,2037165,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00202500,unusual_volume,C,202.5,2026-07-29,5,0-7,-0.021,ATM,1178,238,642010,765700,206.84,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00205000,unusual_volume,C,205.0,2026-07-29,5,0-7,-0.009,ATM,2297,664,1125530,1108302,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00207500,unusual_volume,C,207.5,2026-07-29,5,0-7,0.003,ATM,9460,1346,3216400,3216400,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00210000,unusual_volume,C,210.0,2026-07-29,5,0-7,0.015,ATM,22114,4000,5019878,5030935,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00212500,unusual_volume,C,212.5,2026-07-29,5,0-7,0.027,ATM,11677,1653,1739873,1693164,206.84,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00215000,unusual_volume,C,215.0,2026-07-29,5,0-7,0.039,ATM,9080,3586,808120,785420,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(7)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00217500,unusual_volume,C,217.5,2026-07-29,5,0-7,0.052,OTM_5-15,4378,1433,214521,210144,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(5)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729C00220000,unusual_volume,C,220.0,2026-07-29,5,0-7,0.064,OTM_5-15,12621,3568,340767,334456,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(4)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729P00197500,unusual_volume,P,197.5,2026-07-29,5,0-7,0.045,ATM,2588,1002,253623,256212,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(5)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729P00202500,unusual_volume,P,202.5,2026-07-29,5,0-7,0.021,ATM,2782,872,556400,552227,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(10)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729P00207500,unusual_volume,P,207.5,2026-07-29,5,0-7,-0.003,ATM,3223,719,1240855,1248912,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(9)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729P00210000,unusual_volume,P,210.0,2026-07-29,5,0-7,-0.015,ATM,11952,2303,6274800,6274800,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(5)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729P00212500,unusual_volume,P,212.5,2026-07-29,5,0-7,-0.027,ATM,5252,270,3671148,3637010,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729P00217500,unusual_volume,P,217.5,2026-07-29,5,0-7,-0.052,ITM_5-15,2872,103,3411936,3152020,206.84,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729P00220000,unusual_volume,P,220.0,2026-07-29,5,0-7,-0.064,ITM_5-15,1183,174,1750840,1576347,206.84,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260729P00222500,unusual_volume,P,222.5,2026-07-29,5,0-7,-0.076,ITM_5-15,551,93,933944,874712,206.84,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(19)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260731C00192500,unusual_volume,C,192.5,2026-07-31,7,0-7,-0.069,ITM_5-15,1217,441,1736659,1889392,206.84,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(9)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260731C00197500,unusual_volume,C,197.5,2026-07-31,7,0-7,-0.045,ATM,3448,643,3896240,3879000,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260731C00212500,unusual_volume,C,212.5,2026-07-31,7,0-7,0.027,ATM,48407,6346,11617680,11327237,206.84,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260731C00215000,unusual_volume,C,215.0,2026-07-31,7,0-7,0.039,ATM,74956,20688,11918004,11955482,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260731C00222500,unusual_volume,C,222.5,2026-07-31,7,0-7,0.076,OTM_5-15,29401,10222,1176040,1161339,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-24,NVDA,NVDA260731P00187500,unusual_volume,P,187.5,2026-07-31,7,0-7,0.094,OTM_5-15,4269,1700,243333,234795,206.84,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
