flag_date,ticker,contract,kind,type,strike,expiry,dte,dte_bucket,moneyness,moneyness_bucket,vol,oi,prem_last,prem_mid,close,quality_flags,tags
2026-07-22,AAPL,AAPL260722C00280000,unusual_volume,C,280.0,2026-07-22,0,0-7,-0.141,ITM_5-15,383,74,1693625,1790525,325.89,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(13)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260722C00282500,unusual_volume,C,282.5,2026-07-22,0,0-7,-0.133,ITM_5-15,661,63,2758353,2923272,325.89,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(12)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260722C00285000,unusual_volume,C,285.0,2026-07-22,0,0-7,-0.125,ITM_5-15,418,32,1641904,1746195,325.89,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260722C00290000,unusual_volume,C,290.0,2026-07-22,0,0-7,-0.11,ITM_5-15,344,127,1202280,1251300,325.89,,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(9)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260722C00292500,unusual_volume,C,292.5,2026-07-22,0,0-7,-0.102,ITM_5-15,410,37,1307490,1405275,325.89,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260722C00295000,unusual_volume,C,295.0,2026-07-22,0,0-7,-0.095,ITM_5-15,340,31,995860,1082050,325.89,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(10)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260722C00310000,unusual_volume,C,310.0,2026-07-22,0,0-7,-0.049,ATM,1186,123,1749350,1870914,325.89,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260722C00322500,unusual_volume,C,322.5,2026-07-22,0,0-7,-0.01,ATM,15689,1594,6746270,5561750,325.89,WIDE_MARKET|LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260722C00325000,unusual_volume,C,325.0,2026-07-22,0,0-7,-0.003,ATM,159821,6890,16141921,17340578,325.89,WIDE_MARKET,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260722P00325000,unusual_volume,P,325.0,2026-07-22,0,0-7,0.003,ATM,111072,6793,666432,666432,325.89,WIDE_MARKET,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260724C00325000,unusual_volume,C,325.0,2026-07-24,2,0-7,-0.003,ATM,27219,5250,10043811,10139077,325.89,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260724C00327500,unusual_volume,C,327.5,2026-07-24,2,0-7,0.005,ATM,25503,6002,6146223,6044211,325.89,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260724C00330000,unusual_volume,C,330.0,2026-07-24,2,0-7,0.013,ATM,44372,17427,6478312,6611428,325.89,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260724P00317500,unusual_volume,P,317.5,2026-07-24,2,0-7,0.026,ATM,12306,3737,738360,787583,325.89,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260724P00322500,unusual_volume,P,322.5,2026-07-24,2,0-7,0.01,ATM,11136,3088,1737216,1809600,325.89,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260727C00322500,unusual_volume,C,322.5,2026-07-27,5,0-7,-0.01,ATM,633,69,405120,356062,325.89,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260727C00325000,unusual_volume,C,325.0,2026-07-27,5,0-7,-0.003,ATM,3719,649,1710739,1561980,325.89,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260727C00327500,unusual_volume,C,327.5,2026-07-27,5,0-7,0.005,ATM,2829,677,891135,871332,325.89,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260727C00335000,unusual_volume,C,335.0,2026-07-27,5,0-7,0.028,ATM,4511,1733,360880,399223,325.89,WIDE_MARKET,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260729C00325000,unusual_volume,C,325.0,2026-07-29,7,0-7,-0.003,ATM,1412,420,776600,751890,325.89,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(4)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260731C00287500,unusual_volume,C,287.5,2026-07-31,9,8-30,-0.118,ITM_5-15,318,50,1197270,1259280,325.89,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL260731C00292500,unusual_volume,C,292.5,2026-07-31,9,8-30,-0.102,ITM_5-15,256,34,839679,889600,325.89,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(19)|EARNINGS_DATE_UNCHECKED
2026-07-22,AAPL,AAPL261016C00390000,unusual_volume,C,390.0,2026-10-16,86,31-90,0.197,OTM_15+,11231,1450,2324817,2324817,325.89,,MONTHLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724C00340000,unusual_volume,C,340.0,2026-07-24,2,0-7,-0.006,ATM,3205,884,3557550,3685750,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724C00342500,unusual_volume,C,342.5,2026-07-24,2,0-7,0.001,ATM,1061,341,1082220,1058347,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(19)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724C00345000,unusual_volume,C,345.0,2026-07-24,2,0-7,0.009,ATM,3785,956,3383790,3330800,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(4)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724C00347500,unusual_volume,C,347.5,2026-07-24,2,0-7,0.016,ATM,9057,474,6973890,6996532,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724C00365000,unusual_volume,C,365.0,2026-07-24,2,0-7,0.067,OTM_5-15,9489,3574,2562030,2547796,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724C00385000,unusual_volume,C,385.0,2026-07-24,2,0-7,0.125,OTM_5-15,6776,1647,521752,511588,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724P00310000,unusual_volume,P,310.0,2026-07-24,2,0-7,0.094,OTM_5-15,5731,1833,498597,484269,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724P00320000,unusual_volume,P,320.0,2026-07-24,2,0-7,0.065,OTM_5-15,9886,2986,2105718,2135376,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724P00322500,unusual_volume,P,322.5,2026-07-24,2,0-7,0.057,OTM_5-15,2637,523,711990,738360,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724P00327500,unusual_volume,P,327.5,2026-07-24,2,0-7,0.043,ATM,2897,825,1173285,1180527,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724P00345000,unusual_volume,P,345.0,2026-07-24,2,0-7,-0.009,ATM,14147,2867,16269050,16269050,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260724P00352500,unusual_volume,P,352.5,2026-07-24,2,0-7,-0.03,ATM,1106,243,1751904,1758540,342.09,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(14)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260727C00345000,unusual_volume,C,345.0,2026-07-27,5,0-7,0.009,ATM,472,67,436600,444860,342.09,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260727C00347500,unusual_volume,C,347.5,2026-07-27,5,0-7,0.016,ATM,453,64,374178,379387,342.09,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(9)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260727P00330000,unusual_volume,P,330.0,2026-07-27,5,0-7,0.035,ATM,878,252,471485,476314,342.09,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260727P00345000,unusual_volume,P,345.0,2026-07-27,5,0-7,-0.009,ATM,838,166,997220,1001409,342.09,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260727P00347500,unusual_volume,P,347.5,2026-07-27,5,0-7,-0.016,ATM,512,67,591360,682240,342.09,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(10)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260731C00347500,unusual_volume,C,347.5,2026-07-31,9,8-30,0.016,ATM,722,162,725610,714779,342.09,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(13)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260731C00390000,unusual_volume,C,390.0,2026-07-31,9,8-30,0.14,OTM_5-15,4154,1408,477709,483941,342.09,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260731P00322500,unusual_volume,P,322.5,2026-07-31,9,8-30,0.057,OTM_5-15,676,84,282568,277160,342.09,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(16)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260731P00332500,unusual_volume,P,332.5,2026-07-31,9,8-30,0.028,ATM,731,62,464184,539112,342.09,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(12)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260803C00347500,unusual_volume,C,347.5,2026-08-03,12,8-30,0.016,ATM,545,25,540640,546362,342.09,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(10)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260821C00367500,unusual_volume,C,367.5,2026-08-21,30,8-30,0.074,OTM_5-15,339,125,229164,228825,342.09,,MONTHLY_EXPIRY|PROBABLE_MULTI_LEG(10)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260821P00337500,unusual_volume,P,337.5,2026-08-21,30,8-30,0.013,ATM,303,34,358146,385567,342.09,LAST_OUTSIDE_QUOTE,MONTHLY_EXPIRY|PROBABLE_MULTI_LEG(16)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260821P00405000,unusual_volume,P,405.0,2026-08-21,30,8-30,-0.184,ITM_15+,500,71,2900000,3183750,342.09,LAST_OUTSIDE_QUOTE,MONTHLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(9)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260821P00410000,unusual_volume,P,410.0,2026-08-21,30,8-30,-0.199,ITM_15+,1000,280,6394000,6832499,342.09,LAST_OUTSIDE_QUOTE,MONTHLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(12)|EARNINGS_DATE_UNCHECKED
2026-07-22,GOOGL,GOOGL260828C00380000,unusual_volume,C,380.0,2026-08-28,37,31-90,0.111,OTM_5-15,411,128,209610,210637,342.09,WIDE_MARKET,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(18)|EARNINGS_DATE_UNCHECKED
2026-07-22,MCO,MCO260821P00490000,unusual_volume,P,490.0,2026-08-21,30,8-30,0.002,ATM,92,34,168360,166059,491.11,STALE_LAST,MONTHLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722C00340000,unusual_volume,C,340.0,2026-07-22,0,0-7,-0.129,ITM_5-15,377,46,1857102,1878402,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(17)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722C00342500,unusual_volume,C,342.5,2026-07-22,0,0-7,-0.123,ITM_5-15,377,42,1716104,1784152,390.34,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(17)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722C00385000,unusual_volume,C,385.0,2026-07-22,0,0-7,-0.014,ATM,1537,192,906830,845350,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(7)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722C00387500,unusual_volume,C,387.5,2026-07-22,0,0-7,-0.007,ATM,12382,109,4791834,4333700,390.34,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722C00390000,unusual_volume,C,390.0,2026-07-22,0,0-7,-0.001,ATM,46881,471,9094914,8579223,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722C00392500,unusual_volume,C,392.5,2026-07-22,0,0-7,0.006,ATM,39682,367,3650744,3154719,390.34,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722C00395000,unusual_volume,C,395.0,2026-07-22,0,0-7,0.012,ATM,42689,962,1366048,1195292,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722C00397500,unusual_volume,C,397.5,2026-07-22,0,0-7,0.018,ATM,25093,822,250930,225837,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722P00385000,unusual_volume,P,385.0,2026-07-22,0,0-7,0.014,ATM,27649,1634,552980,580629,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722P00387500,unusual_volume,P,387.5,2026-07-22,0,0-7,0.007,ATM,34270,1080,1884850,2141875,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722P00390000,unusual_volume,P,390.0,2026-07-22,0,0-7,0.001,ATM,27882,1564,4405356,4502943,390.34,WIDE_MARKET,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260722P00392500,unusual_volume,P,392.5,2026-07-22,0,0-7,-0.006,ATM,9871,1414,2546718,3114300,390.34,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260724C00387500,unusual_volume,C,387.5,2026-07-24,2,0-7,-0.007,ATM,2032,509,1473200,1427480,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260724C00390000,unusual_volume,C,390.0,2026-07-24,2,0-7,-0.001,ATM,9552,2818,5587920,5349120,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260724C00392500,unusual_volume,C,392.5,2026-07-24,2,0-7,0.006,ATM,4449,775,2068785,2057662,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(5)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260724C00395000,unusual_volume,C,395.0,2026-07-24,2,0-7,0.012,ATM,12023,2227,4328280,4358337,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260724P00380000,unusual_volume,P,380.0,2026-07-24,2,0-7,0.026,ATM,6234,2315,1134588,1143939,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260724P00382500,unusual_volume,P,382.5,2026-07-24,2,0-7,0.02,ATM,2554,577,607852,642331,390.34,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260727C00387500,unusual_volume,C,387.5,2026-07-27,5,0-7,-0.007,ATM,694,72,576020,577754,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(9)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260727C00390000,unusual_volume,C,390.0,2026-07-27,5,0-7,-0.001,ATM,1870,700,1303390,1290300,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260727C00392500,unusual_volume,C,392.5,2026-07-27,5,0-7,0.006,ATM,844,111,489520,478970,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(7)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260727C00397500,unusual_volume,C,397.5,2026-07-27,5,0-7,0.018,ATM,1004,266,386540,379010,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(14)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260731C00387500,unusual_volume,C,387.5,2026-07-31,9,8-30,-0.007,ATM,1101,140,1954275,1948770,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(6)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260731C00390000,unusual_volume,C,390.0,2026-07-31,9,8-30,-0.001,ATM,7067,2313,11816024,11731220,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260731C00392500,unusual_volume,C,392.5,2026-07-31,9,8-30,0.006,ATM,4590,544,7137450,7057125,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(5)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260731C00407500,unusual_volume,C,407.5,2026-07-31,9,8-30,0.044,ATM,418,78,368258,392919,390.34,LAST_OUTSIDE_QUOTE,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260731C00452500,unusual_volume,C,452.5,2026-07-31,9,8-30,0.159,OTM_15+,2708,60,463068,482024,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(3)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260731P00392500,unusual_volume,P,392.5,2026-07-31,9,8-30,-0.006,ATM,604,219,1031028,1028309,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(7)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260803C00385000,unusual_volume,C,385.0,2026-08-03,12,8-30,-0.014,ATM,640,14,1235840,1244800,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(4)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260803C00387500,unusual_volume,C,387.5,2026-08-03,12,8-30,-0.007,ATM,706,1,1279272,1286685,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260803C00390000,unusual_volume,C,390.0,2026-08-03,12,8-30,-0.001,ATM,3964,13,6798259,6768530,390.34,,WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260803C00392500,unusual_volume,C,392.5,2026-08-03,12,8-30,0.006,ATM,3609,45,5720265,5747332,390.34,,WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260805C00430000,unusual_volume,C,430.0,2026-08-05,14,8-30,0.102,OTM_5-15,1039,6,535085,542877,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260807C00392500,unusual_volume,C,392.5,2026-08-07,16,8-30,0.006,ATM,260,16,439400,444600,390.34,,WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(9)|EARNINGS_DATE_UNCHECKED
2026-07-22,MSFT,MSFT260918C00405000,unusual_volume,C,405.0,2026-09-18,58,31-90,0.038,ATM,4239,708,8278767,8425012,390.34,LAST_OUTSIDE_QUOTE,QUARTERLY_EXPIRY|PROBABLE_MULTI_LEG(4)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722C00167500,unusual_volume,C,167.5,2026-07-22,0,0-7,-0.21,ITM_15+,296,18,1366632,1326080,212.06,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(19)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722C00190000,unusual_volume,C,190.0,2026-07-22,0,0-7,-0.104,ITM_5-15,4036,575,9081000,8909470,212.06,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(8)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722C00192500,unusual_volume,C,192.5,2026-07-22,0,0-7,-0.092,ITM_5-15,5453,651,10633350,10292537,212.06,,NEAR_EXPIRY|WEEKLY_EXPIRY|DEEP_ITM|PROBABLE_MULTI_LEG(9)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722C00197500,unusual_volume,C,197.5,2026-07-22,0,0-7,-0.069,ITM_5-15,2162,617,3219218,2983560,212.06,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(14)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722C00200000,unusual_volume,C,200.0,2026-07-22,0,0-7,-0.057,ITM_5-15,2306,726,2725692,2594250,212.06,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(11)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722C00207500,unusual_volume,C,207.5,2026-07-22,0,0-7,-0.022,ATM,246780,24332,113765580,112284900,212.06,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722C00210000,unusual_volume,C,210.0,2026-07-22,0,0-7,-0.01,ATM,366641,36733,76627969,74611443,212.06,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722C00212500,unusual_volume,C,212.5,2026-07-22,0,0-7,0.002,ATM,357524,22282,8580576,8401814,212.06,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722C00215000,unusual_volume,C,215.0,2026-07-22,0,0-7,0.014,ATM,600192,16715,1800575,2100672,212.06,WIDE_MARKET,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722C00217500,unusual_volume,C,217.5,2026-07-22,0,0-7,0.026,ATM,141794,6067,141794,212691,212.06,WIDE_MARKET,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722P00207500,unusual_volume,P,207.5,2026-07-22,0,0-7,0.022,ATM,144089,10121,288178,360222,212.06,WIDE_MARKET,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722P00210000,unusual_volume,P,210.0,2026-07-22,0,0-7,0.01,ATM,243309,7893,1703163,2068126,212.06,,NEAR_EXPIRY|WEEKLY_EXPIRY|PROBABLE_MULTI_LEG(2)|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722P00212500,unusual_volume,P,212.5,2026-07-22,0,0-7,-0.002,ATM,298162,1012,21169502,21467664,212.06,,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
2026-07-22,NVDA,NVDA260722P00215000,unusual_volume,P,215.0,2026-07-22,0,0-7,-0.014,ATM,102295,885,26903584,30995385,212.06,LAST_OUTSIDE_QUOTE,NEAR_EXPIRY|WEEKLY_EXPIRY|EARNINGS_DATE_UNCHECKED
